Location Name,State Index,State Abbr,Total Pop,Income in the past 12 months below poverty level,"Below poverty level per 1,000 residents",Percent below poverty level,state,county
McCracken County,Kentucky,KY,65292,11342,173.71,17.371,21,145
St. Clair County,Illinois,IL,265569,46059,173.44,17.344,17,163
Lake County,Indiana,IN,489698,84905,173.38,17.338,18,89
Sutter County,California,CA,95406,16535,173.31,17.331,6,101
Runnels County,Texas,TX,10411,1804,173.28,17.328,48,399
Bacon County,Georgia,GA,11251,1949,173.23,17.323,13,5
Caldwell County,North Carolina,NC,81623,14137,173.2,17.32,37,27
Oklahoma County,Oklahoma,OK,764698,132442,173.2,17.32,40,109
Saginaw County,Michigan,MI,195201,33795,173.13,17.313,26,145
Harrison County,Texas,TX,66431,11499,173.1,17.31,48,203
Cochise County,Arizona,AZ,128177,22184,173.07,17.307,4,3
Wheatland County,Montana,MT,2109,365,173.07,17.307,30,107
Carroll County,Arkansas,AR,27690,4789,172.95,17.295,5,15
Beaufort County,North Carolina,NC,47513,8215,172.9,17.29,37,13
Greenup County,Kentucky,KY,36255,6268,172.89,17.289,21,89
Hughes County,Oklahoma,OK,13727,2373,172.87,17.287,40,63
Polk County,Florida,FL,637691,110225,172.85,17.285,12,105
Van Buren County,Michigan,MI,75216,12998,172.81,17.281,26,159
Blue Earth County,Minnesota,MN,65524,11323,172.81,17.281,27,13
Shasta County,California,CA,179228,30945,172.66,17.266,6,89
Walker County,Texas,TX,69926,12072,172.64,17.264,48,471
Pottawatomie County,Oklahoma,OK,71551,12334,172.38,17.238,40,125
DeKalb County,Illinois,IL,104458,18001,172.33,17.233,17,37
Hudson County,New Jersey,NJ,668526,115156,172.25,17.225,34,17
Harris County,Texas,TX,4434257,763456,172.17,17.217,48,201
Tazewell County,Virginia,VA,43367,7466,172.16,17.216,51,185
Yell County,Arkansas,AR,21716,3738,172.13,17.213,5,149
Marshall County,Mississippi,MS,36196,6230,172.12,17.212,28,93
Haskell County,Texas,TX,5812,1000,172.06,17.206,48,207
Taney County,Missouri,MO,53853,9264,172.02,17.202,29,213
Appomattox County,Virginia,VA,15314,2633,171.93,17.193,51,11
Aroostook County,Maine,ME,69405,11929,171.88,17.188,23,3
Boone County,Arkansas,AR,37301,6409,171.82,17.182,5,9
Chatham County,Georgia,GA,282613,48550,171.79,17.179,13,51
New Hanover County,North Carolina,NC,216430,37167,171.73,17.173,37,129
Linn County,Oregon,OR,119862,20561,171.54,17.154,41,43
Washington County,Kentucky,KY,12017,2060,171.42,17.142,21,229
Henry County,Kentucky,KY,15528,2661,171.37,17.137,21,103
Trumbull County,Ohio,OH,204908,35115,171.37,17.137,39,155
St. Lawrence County,New York,NY,111529,19107,171.32,17.132,36,89
Nolan County,Texas,TX,15017,2572,171.27,17.127,48,353
Somervell County,Texas,TX,8673,1485,171.22,17.122,48,425
Wapello County,Iowa,IA,35242,6033,171.19,17.119,19,179
Hampden County,Massachusetts,MA,468072,80119,171.17,17.117,25,13
New York County,New York,NY,1634989,279847,171.16,17.116,36,61
Aiken County,South Carolina,SC,165146,28253,171.08,17.108,45,3
Davidson County,Tennessee,TN,667885,114238,171.04,17.104,47,37
Wood County,West Virginia,WV,86262,14747,170.96,17.096,54,107
Habersham County,Georgia,GA,43724,7471,170.87,17.087,13,137
Winkler County,Texas,TX,7723,1319,170.79,17.079,48,495
Carroll County,Mississippi,MS,10301,1759,170.76,17.076,28,15
Mecklenburg County,Virginia,VA,31209,5328,170.72,17.072,51,117
Centre County,Pennsylvania,PA,159178,27170,170.69,17.069,42,27
Franklin County,New York,NY,51007,8706,170.68,17.068,36,33
Fayette County,Alabama,AL,16783,2863,170.59,17.059,1,57
St. Martin Parish,Louisiana,LA,53385,9103,170.52,17.052,22,99
Vermilion Parish,Louisiana,LA,59524,10150,170.52,17.052,22,113
McCormick County,South Carolina,SC,9806,1672,170.51,17.051,45,65
Elk County,Kansas,KS,2635,449,170.4,17.04,20,49
Guilford County,North Carolina,NC,511815,87165,170.31,17.031,37,81
San Jacinto County,Texas,TX,27172,4627,170.29,17.029,48,407
Tuscaloosa County,Alabama,AL,202471,34470,170.25,17.025,1,125
Ford County,Kansas,KS,34492,5871,170.21,17.021,20,57
Nash County,North Carolina,NC,94385,16057,170.12,17.012,37,127
Nye County,Nevada,NV,43198,7346,170.05,17.005,32,23
District of Columbia,District of Columbia,DC,659009,112060,170.04,17.004,11,1
Randolph County,Indiana,IN,25403,4319,170.02,17.002,18,135
Hancock County,Kentucky,KY,8716,1481,169.92,16.992,21,91
Deaf Smith County,Texas,TX,19039,3235,169.91,16.991,48,117
Cumberland County,New Jersey,NJ,155744,26448,169.82,16.982,34,11
Waller County,Texas,TX,47049,7986,169.74,16.974,48,473
Rockdale County,Georgia,GA,87569,14863,169.73,16.973,13,247
Lancaster County,South Carolina,SC,83704,14201,169.66,16.966,45,57
Bryan County,Oklahoma,OK,44529,7551,169.57,16.957,40,13
Cumberland County,North Carolina,NC,325841,55235,169.52,16.952,37,51
Cape Girardeau County,Missouri,MO,78089,13236,169.5,16.95,29,31
Brown County,Nebraska,NE,3022,512,169.42,16.942,31,17
Howard County,Missouri,MO,10148,1719,169.39,16.939,29,89
Muskingum County,Ohio,OH,85991,14564,169.37,16.937,39,119
Bradford County,Florida,FL,26919,4559,169.36,16.936,12,7
Jackson County,Missouri,MO,683643,115709,169.25,16.925,29,95
Plaquemines Parish,Louisiana,LA,23584,3990,169.18,16.918,22,75
Monroe County,West Virginia,WV,13496,2283,169.16,16.916,54,63
Summers County,West Virginia,WV,13325,2254,169.16,16.916,54,89
Montgomery County,Missouri,MO,11820,1999,169.12,16.912,29,139
Gaston County,North Carolina,NC,211753,35812,169.12,16.912,37,71
Todd County,Kentucky,KY,12465,2107,169.03,16.903,21,219
Keweenaw County,Michigan,MI,2195,371,169.02,16.902,26,83
Gonzales County,Texas,TX,20370,3443,169.02,16.902,48,177
Branch County,Michigan,MI,43603,7368,168.98,16.898,26,23
Cattaraugus County,New York,NY,78506,13265,168.97,16.897,36,9
Orange County,Florida,FL,1256055,212105,168.87,16.887,12,95
Kalamazoo County,Michigan,MI,258605,43657,168.82,16.882,26,77
Raleigh County,West Virginia,WV,78051,13173,168.77,16.877,54,81
Bourbon County,Kansas,KS,14751,2489,168.73,16.873,20,11
Anderson County,Tennessee,TN,75545,12747,168.73,16.873,47,1
Cullman County,Alabama,AL,81316,13718,168.7,16.87,1,43
Umatilla County,Oregon,OR,76582,12918,168.68,16.868,41,59
Calcasieu Parish,Louisiana,LA,197233,33266,168.66,16.866,22,19
Upshur County,West Virginia,WV,24632,4154,168.64,16.864,54,97
Bexar County,Texas,TX,1858699,313406,168.62,16.862,48,29
Wheeler County,Texas,TX,5642,951,168.56,16.856,48,483
Sheridan County,North Dakota,ND,1395,235,168.46,16.846,38,83
Osborne County,Kansas,KS,3746,631,168.45,16.845,20,141
Brown County,Texas,TX,37935,6390,168.45,16.845,48,49
Johnson County,Iowa,IA,142006,23911,168.38,16.838,19,103
Russell County,Virginia,VA,27973,4710,168.38,16.838,51,167
Walton County,Florida,FL,61528,10357,168.33,16.833,12,131
Crawford County,Michigan,MI,13840,2326,168.06,16.806,26,39
Greene County,Illinois,IL,13390,2250,168.04,16.804,17,61
Polk County,Missouri,MO,31113,5228,168.03,16.803,29,167
Caroline County,Maryland,MD,32653,5484,167.95,16.795,24,11
Vernon County,Missouri,MO,20836,3499,167.93,16.793,29,217
Multnomah County,Oregon,OR,778193,130564,167.78,16.778,41,51
Essex County,New Jersey,NJ,792586,132940,167.73,16.773,34,13
Chester County,Tennessee,TN,17355,2911,167.73,16.773,47,23
Stevens County,Minnesota,MN,9762,1637,167.69,16.769,27,149
Alexander County,North Carolina,NC,37211,6240,167.69,16.769,37,3
Newton County,Georgia,GA,103901,17415,167.61,16.761,13,217
Taylor County,Texas,TX,135234,22653,167.51,16.751,48,441
Breckinridge County,Kentucky,KY,20000,3350,167.5,16.75,21,27
White County,Arkansas,AR,78823,13201,167.48,16.748,5,145
Dorchester County,Maryland,MD,32451,5435,167.48,16.748,24,19
Grand County,Utah,UT,9428,1579,167.48,16.748,49,19
Allen County,Kentucky,KY,20421,3420,167.47,16.747,21,3
Craig County,Oklahoma,OK,14683,2458,167.4,16.74,40,35
Iron County,Michigan,MI,11393,1907,167.38,16.738,26,71
Bourbon County,Kentucky,KY,20004,3347,167.32,16.732,21,17
Eastland County,Texas,TX,18252,3054,167.32,16.732,48,133
Sherman County,Kansas,KS,6038,1010,167.27,16.727,20,181
Goliad County,Texas,TX,7463,1246,166.96,16.696,48,175
Forest County,Wisconsin,WI,9108,1520,166.89,16.689,55,41
Pittsburg County,Oklahoma,OK,44643,7450,166.88,16.688,40,121
Grant County,Washington,WA,92530,15441,166.88,16.688,53,25
Jerome County,Idaho,ID,22694,3786,166.83,16.683,16,53
Heard County,Georgia,GA,11571,1930,166.8,16.68,13,149
Aransas County,Texas,TX,24729,4124,166.77,16.677,48,7
Marion County,Oregon,OR,326527,54411,166.64,16.664,41,47
Randolph County,North Carolina,NC,142588,23757,166.61,16.661,37,151
Huerfano County,Colorado,CO,6521,1086,166.54,16.654,8,55
Franklin County,Ohio,OH,1232118,205186,166.53,16.653,39,49
Benewah County,Idaho,ID,9068,1510,166.52,16.652,16,9
Franklin County,Texas,TX,10571,1759,166.4,16.64,48,159
Musselshell County,Montana,MT,4778,795,166.39,16.639,30,65
Nueces County,Texas,TX,355667,59095,166.15,16.615,48,355
Indiana County,Pennsylvania,PA,87491,14533,166.11,16.611,42,63
Montcalm County,Michigan,MI,62922,10448,166.05,16.605,26,117
Wayne County,Tennessee,TN,16842,2796,166.01,16.601,47,181
Durham County,North Carolina,NC,294618,48907,166,16.6,37,63
Mason County,Washington,WA,61060,10136,166,16.6,53,45
Smith County,Texas,TX,219745,36474,165.98,16.598,48,423
Cowlitz County,Washington,WA,102854,17070,165.96,16.596,53,15
Jefferson County,Illinois,IL,38523,6392,165.93,16.593,17,81
Pettis County,Missouri,MO,42193,7000,165.9,16.59,29,159
Sullivan County,Tennessee,TN,156644,25982,165.87,16.587,47,163
Lemhi County,Idaho,ID,7743,1284,165.83,16.583,16,59
Jefferson County,Ohio,OH,67607,11208,165.78,16.578,39,81
Stanly County,North Carolina,NC,60610,10047,165.76,16.576,37,167
Iosco County,Michigan,MI,25373,4205,165.73,16.573,26,69
Uinta County,Wyoming,WY,20893,3462,165.7,16.57,56,41
Spartanburg County,South Carolina,SC,294229,48747,165.68,16.568,45,83
Baker County,Florida,FL,27312,4522,165.57,16.557,12,3
Koochiching County,Minnesota,MN,12930,2139,165.43,16.543,27,71
Sheridan County,Nebraska,NE,5259,870,165.43,16.543,31,161
Coke County,Texas,TX,3228,534,165.43,16.543,48,81
Polk County,Texas,TX,46583,7706,165.43,16.543,48,373
Haywood County,North Carolina,NC,59577,9851,165.35,16.535,37,87
Broome County,New York,NY,197381,32624,165.28,16.528,36,7
Williamsburg city,Virginia,VA,14988,2476,165.2,16.52,51,830
Howard County,Indiana,IN,82728,13665,165.18,16.518,18,67
Calhoun County,Michigan,MI,134691,22245,165.16,16.516,26,25
Passaic County,New Jersey,NJ,507204,83738,165.1,16.51,34,31
Washington County,Tennessee,TN,126044,20810,165.1,16.51,47,179
Providence County,Rhode Island,RI,631344,104178,165.01,16.501,44,7
Parmer County,Texas,TX,9921,1637,165,16.5,48,369
Oxford County,Maine,ME,57299,9447,164.87,16.487,23,17
Grand Forks County,North Dakota,ND,69793,11507,164.87,16.487,38,35
Iberville Parish,Louisiana,LA,33159,5465,164.81,16.481,22,47
Hampshire County,West Virginia,WV,23455,3864,164.74,16.474,54,27
Sullivan County,New York,NY,75818,12479,164.59,16.459,36,105
Kalkaska County,Michigan,MI,17259,2839,164.49,16.449,26,79
Franklin city,Virginia,VA,8413,1383,164.39,16.439,51,620
Ward County,Texas,TX,11396,1873,164.36,16.436,48,475
Fulton County,Georgia,GA,996757,163674,164.21,16.421,13,121
Modoc County,California,CA,9033,1483,164.18,16.418,6,49
Lake County,Oregon,OR,7799,1280,164.12,16.412,41,37
St. Joseph County,Indiana,IN,267696,43926,164.09,16.409,18,141
Wichita County,Texas,TX,132148,21682,164.07,16.407,48,485
Marion County,Missouri,MO,28858,4734,164.04,16.404,29,127
Clay County,Indiana,IN,26568,4358,164.03,16.403,18,21
Perquimans County,North Carolina,NC,13470,2208,163.92,16.392,37,143
Des Moines County,Iowa,IA,40114,6574,163.88,16.388,19,57
Cook County,Illinois,IL,5227575,856682,163.88,16.388,17,31
Colbert County,Alabama,AL,54377,8910,163.86,16.386,1,33
Volusia County,Florida,FL,510806,83660,163.78,16.378,12,127
Clearwater County,Minnesota,MN,8764,1435,163.74,16.374,27,29
Dillingham Census Area,Alaska,AK,4980,815,163.65,16.365,2,70
Blount County,Alabama,AL,57704,9441,163.61,16.361,1,9
Livingston County,Missouri,MO,15057,2463,163.58,16.358,29,117
Piute County,Utah,UT,1859,304,163.53,16.353,49,31
Vanderburgh County,Indiana,IN,181692,29710,163.52,16.352,18,163
Hutchinson County,Texas,TX,21782,3561,163.48,16.348,48,233
Pasquotank County,North Carolina,NC,39909,6521,163.4,16.34,37,139
Gratiot County,Michigan,MI,41676,6807,163.33,16.333,26,57
Liberty County,Georgia,GA,63949,10443,163.3,16.33,13,179
Fulton County,New York,NY,54297,8861,163.2,16.32,36,35
Stevens County,Washington,WA,43744,7133,163.06,16.306,53,65
Maricopa County,Arizona,AZ,4088549,666513,163.02,16.302,4,13
Golden Valley County,Montana,MT,730,119,163.01,16.301,30,37
Delta County,Michigan,MI,36570,5961,163,16.3,26,41
Brown County,Ohio,OH,44059,7179,162.94,16.294,39,15
Clay County,Alabama,AL,13483,2195,162.8,16.28,1,27
Clinton County,Pennsylvania,PA,39536,6436,162.79,16.279,42,35
Stoddard County,Missouri,MO,29788,4848,162.75,16.275,29,207
Boundary County,Idaho,ID,11141,1813,162.73,16.273,16,21
Gregory County,South Dakota,SD,4217,686,162.67,16.267,46,53
Knox County,Illinois,IL,51752,8418,162.66,16.266,17,95
Jackson County,Oklahoma,OK,25864,4206,162.62,16.262,40,65
Giles County,Tennessee,TN,29034,4721,162.6,16.26,47,55
Marion County,West Virginia,WV,56716,9222,162.6,16.26,54,49
Wilson County,Kansas,KS,8956,1456,162.57,16.257,20,205
Marshall County,Oklahoma,OK,16079,2613,162.51,16.251,40,95
Duval County,Florida,FL,900890,146252,162.34,16.234,12,31
Pickett County,Tennessee,TN,5096,827,162.28,16.228,47,137
Hocking County,Ohio,OH,28690,4655,162.25,16.225,39,73
Bandera County,Texas,TX,21015,3409,162.22,16.222,48,19
Fall River County,South Dakota,SD,6874,1115,162.21,16.221,46,47
Red River County,Texas,TX,12455,2020,162.18,16.218,48,387
Bent County,Colorado,CO,5816,943,162.14,16.214,8,11
Riverside County,California,CA,2323892,376689,162.09,16.209,6,65
Audrain County,Missouri,MO,25868,4193,162.09,16.209,29,7
Blaine County,Nebraska,NE,580,94,162.07,16.207,31,9
St. James Parish,Louisiana,LA,21581,3496,161.99,16.199,22,93
Beaverhead County,Montana,MT,9317,1508,161.85,16.185,30,1
Delta County,Colorado,CO,30221,4890,161.81,16.181,8,29
Cherokee County,Alabama,AL,25897,4188,161.72,16.172,1,19
Hampton County,South Carolina,SC,20296,3282,161.71,16.171,45,49
Lafayette Parish,Louisiana,LA,234963,37976,161.63,16.163,22,55
Sullivan County,Missouri,MO,6416,1037,161.63,16.163,29,211
Harney County,Oregon,OR,7214,1166,161.63,16.163,41,25
Kerr County,Texas,TX,50505,8158,161.53,16.153,48,265
Gallatin County,Illinois,IL,5325,860,161.5,16.15,17,59
Mariposa County,California,CA,17645,2849,161.46,16.146,6,43
Saline County,Missouri,MO,23214,3748,161.45,16.145,29,195
Hillsborough County,Florida,FL,1323059,213566,161.42,16.142,12,57
Clay County,North Carolina,NC,10730,1731,161.32,16.132,37,43
Coffee County,Alabama,AL,50991,8219,161.19,16.119,1,31
Orange County,Indiana,IN,19579,3154,161.09,16.109,18,117
Carlisle County,Kentucky,KY,4954,798,161.08,16.108,21,39
Taylor County,West Virginia,WV,16949,2729,161.01,16.101,54,91
Denver County,Colorado,CO,663303,106745,160.93,16.093,8,31
Carson City,Nevada,NV,54412,8744,160.7,16.07,32,510
Newton County,Texas,TX,14138,2272,160.7,16.07,48,351
Montmorency County,Michigan,MI,9317,1496,160.57,16.057,26,119
Peoria County,Illinois,IL,186818,29991,160.54,16.054,17,143
Hickman County,Kentucky,KY,4691,753,160.52,16.052,21,105
Randolph County,Missouri,MO,25081,4025,160.48,16.048,29,175
Grant Parish,Louisiana,LA,22372,3590,160.47,16.047,22,43
Cumberland County,Illinois,IL,10890,1747,160.42,16.042,17,35
Vernon County,Wisconsin,WI,30442,4882,160.37,16.037,55,123
Morgan County,Alabama,AL,119555,19172,160.36,16.036,1,103
Long County,Georgia,GA,17243,2765,160.35,16.035,13,183
Wythe County,Virginia,VA,29171,4677,160.33,16.033,51,197
Anderson County,South Carolina,SC,192709,30879,160.24,16.024,45,7
Bedford County,Tennessee,TN,46331,7423,160.22,16.022,47,3
Lewis County,Washington,WA,75724,12131,160.2,16.02,53,41
Clark County,Illinois,IL,16089,2576,160.11,16.011,17,23
Dallam County,Texas,TX,7052,1129,160.1,16.01,48,111
Wilcox County,Georgia,GA,8884,1422,160.06,16.006,13,315
Mason County,Michigan,MI,28755,4601,160.01,16.001,26,105
Phillips County,Montana,MT,4150,664,160,16,30,71
Larue County,Kentucky,KY,14127,2260,159.98,15.998,21,123
Lamar County,Mississippi,MS,59623,9535,159.92,15.992,28,73
Hot Spring County,Arkansas,AR,33440,5347,159.9,15.99,5,59
Cherokee County,Kansas,KS,20737,3315,159.86,15.986,20,21
Davidson County,North Carolina,NC,164058,26221,159.83,15.983,37,57
Wilbarger County,Texas,TX,13061,2086,159.71,15.971,48,487
Franklin County,Washington,WA,87810,14019,159.65,15.965,53,21
Lee County,Iowa,IA,35172,5615,159.64,15.964,19,111
Scotland County,Missouri,MO,4893,781,159.62,15.962,29,199
Edgar County,Illinois,IL,17828,2845,159.58,15.958,17,45
Sawyer County,Wisconsin,WI,16438,2623,159.57,15.957,55,113
Alpena County,Michigan,MI,28929,4615,159.53,15.953,26,7
Mesa County,Colorado,CO,148166,23633,159.5,15.95,8,77
Castro County,Texas,TX,7875,1256,159.49,15.949,48,69
Madison County,Missouri,MO,12403,1978,159.48,15.948,29,123
Jefferson Parish,Louisiana,LA,435204,69402,159.47,15.947,22,51
Churchill County,Nevada,NV,24148,3851,159.47,15.947,32,1
Roane County,Tennessee,TN,52983,8449,159.47,15.947,47,145
Madison County,Georgia,GA,28362,4520,159.37,15.937,13,195
Cannon County,Tennessee,TN,13855,2208,159.36,15.936,47,15
Erie County,Pennsylvania,PA,279133,44452,159.25,15.925,42,49
Grant County,Nebraska,NE,647,103,159.2,15.92,31,75
Leon County,Texas,TX,16923,2694,159.19,15.919,48,289
St. Joseph County,Michigan,MI,60923,9697,159.17,15.917,26,149
Smith County,Tennessee,TN,19176,3050,159.05,15.905,47,159
Mineral County,West Virginia,WV,27606,4386,158.88,15.888,54,57
Bates County,Missouri,MO,16513,2623,158.84,15.884,29,13
Madison County,Indiana,IN,129862,20618,158.77,15.877,18,95
LaPorte County,Indiana,IN,110993,17621,158.76,15.876,18,91
Page County,Virginia,VA,23759,3770,158.68,15.868,51,139
Appanoose County,Iowa,IA,12602,1998,158.55,15.855,19,7
Trigg County,Kentucky,KY,14267,2262,158.55,15.855,21,221
Jasper County,Texas,TX,35640,5650,158.53,15.853,48,241
Liberty County,Texas,TX,78598,12448,158.38,15.838,48,291
Sequatchie County,Tennessee,TN,14710,2328,158.26,15.826,47,153
Franklin County,North Carolina,NC,62989,9967,158.23,15.823,37,69
Grays Harbor County,Washington,WA,71233,11269,158.2,15.82,53,27
Montague County,Texas,TX,19384,3066,158.17,15.817,48,337
Dakota County,Nebraska,NE,20697,3273,158.14,15.814,31,43
San Saba County,Texas,TX,5881,930,158.14,15.814,48,411
Iroquois County,Illinois,IL,28814,4556,158.12,15.812,17,75
Daviess County,Kentucky,KY,98724,15599,158.01,15.801,21,59
Oneida County,New York,NY,232858,36789,157.99,15.799,36,65
Ballard County,Kentucky,KY,8216,1298,157.98,15.798,21,7
Madison County,North Carolina,NC,21130,3337,157.93,15.793,37,115
Kershaw County,South Carolina,SC,63090,9963,157.92,15.792,45,55
Ray County,Missouri,MO,22921,3619,157.89,15.789,29,177
Loving County,Texas,TX,76,12,157.89,15.789,48,301
Charleston County,South Carolina,SC,380673,60063,157.78,15.778,45,19
Hitchcock County,Nebraska,NE,2866,452,157.71,15.771,31,87
Cotton County,Oklahoma,OK,6062,956,157.7,15.77,40,33
Daviess County,Missouri,MO,8257,1301,157.56,15.756,29,61
Knox County,Tennessee,TN,448164,70612,157.56,15.756,47,93
Dickson County,Tennessee,TN,50926,8019,157.46,15.746,47,43
Burnett County,Wisconsin,WI,15259,2402,157.42,15.742,55,13
